utc_ts,utc_dt,spot_usd_price,instrument_name,quote_currency,base_currency,volume,open_interest,type,strike,underlying_price,expiry,time_to_expiry,low,high,last,bid_price,ask_price,mid_price,mark_price,usd_bid,usd_ask,usd_mid,usd_mark,iv_bid,iv_ask,iv_mid,iv_mark,apy_bid,apy_ask,apy_mid,apy_mark,premium
1665515706,2022-10-12 03:15:06,1285.77,ETH-12OCT22-900-C,ETH,ETH,0.0,0.0,c,900,1285.5338304496274,2022-10-12 08:00:00,0.0005419784400760939,,,,,,,0.299902,,,,385.60499454,,,,5.278592023927111,,,,553.3467345267345,
1665515706,2022-10-12 03:15:06,1285.77,ETH-12OCT22-1000-C,ETH,ETH,0.0,0.0,c,1000,1285.5338304496274,2022-10-12 08:00:00,0.0005419784400760939,,,,,,,0.222113,,,,285.58623201,,,,3.7155708213821135,,,,409.81888498888503,
1665515706,2022-10-12 03:15:06,1285.77,ETH-12OCT22-1050-C,ETH,ETH,0.0,0.0,c,1050,1285.5338304496274,2022-10-12 08:00:00,0.0005419784400760939,,,,,,,0.183219,,,,235.57749363,,,,2.9962417547696654,,,,338.05588276588276,
1665515706,2022-10-12 03:15:06,1285.77,ETH-12OCT22-1100-C,ETH,ETH,0.0,0.0,c,1100,1285.5338304496274,2022-10-12 08:00:00,0.0005419784400760939,,,,,,,0.144324,,,,185.56746948,,,,2.302689217682928,,,,266.29103545103544,
1665515706,2022-10-12 03:15:06,1285.77,ETH-12OCT22-1150-C,ETH,ETH,0.0,0.0,c,1150,1285.5338304496274,2022-10-12 08:00:00,0.0005419784400760939,,,,,,,0.10543,,,,135.5587311,,,,1.6478503004532046,,,,194.52803322803322,
1665515706,2022-10-12 03:15:06,1285.77,ETH-12OCT22-1200-C,ETH,ETH,0.0,1500.0,c,1200,1285.5338304496274,2022-10-12 08:00:00,0.0005419784400760939,,,0.0815,0.0005,0.11,0.05525,0.066539,0.642885,141.4347,71.0387925,85.55385003,,8.02367187876105,,1.0413688310575933,0.9225459225459226,202.96010296010294,101.94132444132444,122.7705662805663,0.642885
1665515706,2022-10-12 03:15:06,1285.77,ETH-12OCT22-1250-C,ETH,ETH,1712.0,1196.0,c,1250,1285.5338304496274,2022-10-12 08:00:00,0.0005419784400760939,0.0239,0.036,0.024,0.027,0.029,0.028,0.02799,34.71579,37.287330000000004,36.00156,35.9887023,,1.0193002644562188,0.7373404054963283,0.7331659450567862,49.817479817479814,53.507663507663516,51.66257166257166,51.64412074412075,34.71579
1665515706,2022-10-12 03:15:06,1285.77,ETH-12OCT22-1300-C,ETH,ETH,3716.0,1634.0,c,1300,1285.5338304496274,2022-10-12 08:00:00,0.0005419784400760939,0.0005,0.009,0.0015,0.001,0.002,0.0015,0.001406,1.28577,2.57154,1.928655,1.8077926199999999,0.49160614403292224,0.6454760139960981,0.5722873083635737,0.5578317213665157,1.8450918450918452,3.6901836901836904,2.7676377676377677,2.594199134199134,1.28577
1665515706,2022-10-12 03:15:06,1285.77,ETH-12OCT22-1350-C,ETH,ETH,1070.0,1583.0,c,1350,1285.5338304496274,2022-10-12 08:00:00,0.0005419784400760939,0.0005,0.0015,0.0005,,0.0005,,1e-05,,0.642885,,0.012857700000000001,,1.2184663186302036,,0.729123512465969,,0.9225459225459226,,0.018450918450918452,
1665515706,2022-10-12 03:15:06,1285.77,ETH-12OCT22-1400-C,ETH,ETH,155.0,283.0,c,1400,1285.5338304496274,2022-10-12 08:00:00,0.0005419784400760939,0.0005,0.0005,0.0005,,0.0005,,0.0,,0.642885,,0.0,,1.9171660391130594,,0.0,,0.9225459225459226,,0.0,
1665515706,2022-10-12 03:15:06,1285.77,ETH-12OCT22-1450-C,ETH,ETH,0.0,83.0,c,1450,1285.5338304496274,2022-10-12 08:00:00,0.0005419784400760939,,,0.0005,,0.0005,,0.0,,0.642885,,0.0,,2.5529472468071868,,0.0,,0.9225459225459226,,0.0,
1665515706,2022-10-12 03:15:06,1285.77,ETH-12OCT22-1500-C,ETH,ETH,0.0,128.0,c,1500,1285.5338304496274,2022-10-12 08:00:00,0.0005419784400760939,,,0.0005,,0.0005,,0.0,,0.642885,,0.0,,3.144106284994309,,0.0,,0.9225459225459226,,0.0,
