utc_ts,utc_dt,spot_usd_price,instrument_name,quote_currency,base_currency,volume,open_interest,type,strike,underlying_price,expiry,time_to_expiry,low,high,last,bid_price,ask_price,mid_price,mark_price,usd_bid,usd_ask,usd_mid,usd_mark,iv_bid,iv_ask,iv_mid,iv_mark,apy_bid,apy_ask,apy_mid,apy_mark,premium
1665515709,2022-10-12 03:15:09,19074.75,BTC-12OCT22-19750-C,BTC,BTC,61.9,57.7,c,19750,19073.527651767086,2022-10-12 08:00:00,0.0005418833227647432,0.0005,0.0015,0.0005,,0.0005,,0.00010342,,9.537375,,1.9727106449999998,,0.9299430191373164,,0.707273171463284,,0.922707857936926,,0.19085289333567373,
1665515709,2022-10-12 03:15:09,19074.75,BTC-12OCT22-20000-C,BTC,BTC,166.2,224.5,c,20000,19073.527651767086,2022-10-12 08:00:00,0.0005418833227647432,0.0005,0.001,0.0005,,0.0005,,1.825e-05,,9.537375,,0.3481141875,,1.1884365862806547,,0.7513013532238952,,0.922707857936926,,0.0336788368146978,
1665515709,2022-10-12 03:15:09,19074.75,BTC-12OCT22-20500-C,BTC,BTC,23.9,39.5,c,20500,19073.527651767086,2022-10-12 08:00:00,0.0005418833227647432,0.0005,0.0005,0.0005,,0.0005,,7e-08,,9.537375,,0.0013352325000000002,,1.67005807469644,,0.7490586994185275,,0.922707857936926,,0.00012917910011116964,
1665515709,2022-10-12 03:15:09,19074.75,BTC-12OCT22-21000-C,BTC,BTC,2.0,6.7,c,21000,19073.527651767086,2022-10-12 08:00:00,0.0005418833227647432,0.0005,0.0005,0.0005,,0.0005,,0.0,,9.537375,,0.0,,2.118382455660895,,0.0,,0.922707857936926,,0.0,
1665515709,2022-10-12 03:15:09,19074.75,BTC-12OCT22-22000-C,BTC,BTC,0.0,0.0,c,22000,19073.527651767086,2022-10-12 08:00:00,0.0005418833227647432,,,,,0.0005,,0.0,,9.537375,,0.0,,2.945015541171605,,0.0,,0.922707857936926,,0.0,
1665515709,2022-10-12 03:15:09,19074.75,BTC-13OCT22-15000-C,BTC,BTC,0.0,0.0,c,15000,19069.218826058088,2022-10-13 08:00:00,0.0032812618896639187,,,,,,,0.21339216,,,,4070.4021039599997,,,,1.5067622934839358,,,,65.03356549265153,
1665515709,2022-10-12 03:15:09,19074.75,BTC-13OCT22-16000-C,BTC,BTC,0.0,0.0,c,16000,19069.218826058088,2022-10-13 08:00:00,0.0032812618896639187,,,,,,,0.16096748,,,,3070.41443913,,,,1.133935741490947,,,,49.05657805219778,
1665515709,2022-10-12 03:15:09,19074.75,BTC-13OCT22-17000-C,BTC,BTC,0.0,0.0,c,17000,19069.218826058088,2022-10-13 08:00:00,0.0032812618896639187,,,,,,,0.10864848,,,,2072.44259388,,,,0.8694865386279665,,,,33.111797733136214,
1665515709,2022-10-12 03:15:09,19074.75,BTC-13OCT22-18000-C,BTC,BTC,1.0,1.0,c,18000,19069.218826058088,2022-10-13 08:00:00,0.0032812618896639187,0.057,0.057,0.057,,0.0815,,0.05729617,,1554.5921250000001,,1092.9101187075,,2.1815322260824943,,0.691344572453962,,24.838005237170385,,17.461626632267542,
1665515709,2022-10-12 03:15:09,19074.75,BTC-13OCT22-18500-C,BTC,BTC,5.3,5.3,c,18500,19069.218826058088,2022-10-13 08:00:00,0.0032812618896639187,0.0285,0.04,0.0325,0.0295,0.036,0.03275,0.0335855,562.705125,686.6909999999999,624.6980625,640.635016125,,0.7596596966301865,0.55917778606929,0.6149502000752805,8.990443613454309,10.971388816418818,9.980916214936565,10.235543863717618,562.705125
